415,0.0005583008,0.005709524,1.05,-4.105674e-17,-0.1154701,0.9633975,5.873799e-17,3.39981,1.320937,-1.327298,-1.36309,-0.7401983
431,0.009823242,-0.008426267,1.05,6.884588e-17,-0.1154701,0.9633975,7.745967,-5.773503,1.354866,-1.388307,-1.422798,-0.7445571
447,-0.009878245,-0.008634183,1.05,-1.311209e-16,-0.1154701,1.136603,-5.773503,-5.773503,3.68562,-0.8016919,-1.273127,5.33201
463,-0.005287465,-0.0005283876,1.05,-5.713037e-17,-0.1154701,1.136603,-3.39981,-1.020482e-16,3.671447,-0.8489148,-1.322687,5.314998
479,0,0,1.05,4.079363e-17,-0.1154701,1.16619,0,0,4.003371,-0.7907279,-1.318484,6.164869
495,-0.007796254,-0.0009645236,1.05,-1.666905e-17,-0.1154701,0.9208296,-5.773503,-9.139985e-17,0.675893,-1.491709,-1.382529,-2.690475
511,0.009215801,0.000887692,1.05,-8.887955e-17,-0.1154701,1.17917,5.773503,8.785566e-17,4.184051,-0.7628853,-1.316861,6.506347
527,-0.0008581193,0.008026704,1.05,9.278921e-17,0.1154701,1.05,2.406385e-17,5.384693,2.556428,1.053664,1.334798,2.594856
543,0.009876573,-0.01376104,1.05,9.902728e-18,0.1154701,1.05,5.773503,-8.611363,2.577263,0.9755798,1.259005,2.625233
559,-0.01360424,0.009981656,1.05,-7.109988e-18,0.1154701,1.05,-8.611363,5.773503,2.635295,0.9756357,1.265443,2.566215
575,-0.0009481989,0.009696933,1.05,-4.328301e-17,0.1154701,0.9633975,-3.442261e-17,5.773503,1.309688,1.324386,1.359181,-0.7134798
591,0.006756379,0.01206425,1.05,8.079258e-17,0.1154701,0.9633975,5.773503,7.745967,1.316873,1.387668,1.418033,-0.6992535
607,0.001338572,-0.01153946,1.05,-1.748575e-17,0.1154701,1.136603,1.297207e-17,-8.611363,3.628347,0.8436616,1.31226,5.378576
623,-0.01294776,0.008941609,1.05,-8.995899e-18,0.1154701,1.136603,-7.745967,5.773503,3.714566,0.7845913,1.2578,5.319691
639,0.0078664,-0.0009593277,1.05,4.55644e-17,0.1154701,0.9338105,5.773503,1.070884e-16,0.8891086,1.438196,1.376827,-2.080775
655,-0.01226881,0.001194904,1.05,6.777857e-17,0.1154701,1.16619,-7.745967,-1.083042e-16,4.064363,0.7847216,1.31852,6.136048
671,0.008782732,-0.0009061672,1.05,8.331984e-18,0.1154701,1.100997,5.773503,-6.083092e-17,3.260679,0.9251615,1.328677,4.22806
687,-0.0007269991,-0.005117117,1.05,-1.370405e-17,-0.1549193,1.05,1.464157e-16,-3.39981,2.556202,-1.417795,-1.794942,2.567078
703,0.01140689,0.001656643,1.05,3.203243e-17,-0.1549193,1.05,7.745967,3.390891e-17,2.618768,-1.411006,-1.797385,2.52718
719,0.006755673,-0.00852087,1.05,-4.344756e-17,-0.1549193,0.9633975,5.773503,-5.773503,1.319424,-1.827607,-1.871539,-0.748523
735,0.01204843,0.001615584,1.05,4.09695e-18,-0.1549193,1.136603,7.745967,2.061071e-16,3.713714,-1.133534,-1.774956,5.284685
751,0.001234676,-0.00869053,1.05,1.939213e-17,0.1549193,1.05,-7.030061e-17,-5.773503,2.546248,1.414655,1.790334,2.588388
767,0.01016042,-0.01289761,1.05,-9.366275e-17,0.1549193,1.05,5.773503,-7.745967,2.577999,1.342518,1.722881,2.601656
783,-0.001707509,0.01314021,1.05,1.348351e-17,0.1549193,0.9633975,-1.058588e-16,7.745967,1.284976,1.774418,1.817654,-0.6969238
799,-0.01018482,0.009015973,1.05,-2.054047e-18,0.1549193,1.136603,-5.773503,5.773503,3.681899,1.090566,1.723749,5.325677
815,0,0,1.05,6.582715e-17,0.1549193,0.9208296,0,0,0.6329407,2.009368,1.855562,-2.695916
831,0.01140691,0.001841916,1.05,-3.785029e-17,-0.1722273,1.05,7.745967,-1.904655e-16,2.61426,-1.569643,-1.998449,2.52133
847,-0.0007268725,-0.0114558,1.05,1.844434e-18,-0.06799621,1.05,6.675263e-17,-7.745967,2.548433,-0.6179519,-0.7829841,2.633351
863,-0.000528367,-0.007674571,1.05,-4.181537e-17,-0.06799621,1.136603,3.549552e-17,-5.773503,3.650553,-0.4984784,-0.7759958,5.352169
879,0.007960402,0.007996834,1.05,-1.634011e-17,0.06799621,1.05,5.773503,5.773503,2.588945,0.6638134,0.8314691,2.590861
895,0.00137276,-0.008735202,1.05,1.683398e-17,0.1722273,1.05,7.099249e-17,-5.773503,2.541912,1.573671,1.99061,2.582709
911,0.008027693,-0.001414877,1.05,3.109443e-18,0.1722273,0.9633975,5.773503,7.403562e-17,1.339458,1.980761,2.037096,-0.7960767
927,-0.000858106,-0.008592748,1.05,3.580848e-17,-0.1076939,1.05,4.158712e-17,-5.773503,2.555731,-0.9820911,-1.244221,2.60079
943,-0.008501375,0.001444643,1.05,1.486932e-16,0.181236,1.05,-5.773503,-1.970689e-16,2.586268,1.656733,2.103138,2.530733
959,-0.0005417686,-0.005005734,1.05,-0.1154701,7.860203e-17,1.05,-1.176305e-16,-3.39981,2.561269,-1.339368,-1.055534,2.580978
975,0.008606425,0.0009200954,1.05,-0.1154701,1.750532e-17,1.05,5.773503,-4.825653e-17,2.599058,-1.334114,-1.053202,2.554406
991,0.01246991,0.009738108,1.05,-0.1154701,2.022015e-17,1.05,7.745967,5.773503,2.61126,-1.268142,-0.9841027,2.582848
1007,-0.008026704,-0.0008581193,1.05,-0.1154701,-1.542246e-17,1.05,-5.384693,-7.483088e-17,2.594856,-1.334798,-1.053664,2.556428
1023,-0.006759186,0.01181753,1.05,-0.1154701,-9.443105e-18,0.9633975,-5.773503,7.745967,1.320402,-1.421898,-1.381847,-0.7022345
1039,0,0,1.05,-0.1154701,-7.02342e-18,1.136603,0,0,3.656822,-1.326097,-0.8501948,5.322075
1055,0.009905201,0.008472605,1.05,-0.1154701,-3.714653e-18,1.136603,5.773503,5.773503,3.677597,-1.27985,-0.7984265,5.337598
1071,-0.001447103,-0.01342942,1.05,-0.1154701,6.86481e-18,0.9338105,-6.506513e-17,-7.745967,0.8235549,-1.36659,-1.432921,-1.978274
1087,-0.01003901,-0.008190409,1.05,-0.1154701,-9.860947e-18,1.16619,-5.773503,-5.773503,4.022021,-1.277852,-0.7396882,6.179484
1103,0.008333128,0.0009835366,1.05,-0.1154701,2.553386e-17,0.9990028,5.773503,2.04616e-16,1.887372,-1.344137,-1.203629,0.6840416
1119,-0.001871581,-0.008750522,1.05,-0.1154701,-0.1154701,1.05,2.589356e-17,-5.773503,2.219804,-2.435775,-2.430428,2.268424
1135,0.006240378,-0.009869968,1.05,-0.1154701,-0.1154701,1.05,5.773503,-7.745967,2.229119,-2.488791,-2.484513,2.268022
1151,0.002709174,0.0132541,1.05,-0.1154701,-0.1154701,0.9633975,2.651379e-16,7.745967,0.8958663,-2.736159,-2.732425,-1.122297
1167,-0.00746035,0.006100552,1.05,-0.1154701,-0.1154701,1.136603,-5.773503,5.773503,3.388428,-2.241899,-2.241809,5.070668
1183,0,0,1.05,-0.1154701,-0.1154701,0.9208296,0,0,0.2064236,-2.932028,-2.945186,-3.193134
1199,-0.00846839,-0.01136165,1.05,-0.1154701,0.1154701,1.05,-5.773503,-7.745967,2.860356,-0.2586832,0.3760345,2.911301
1215,0.01263028,-1.325692e-17,1.05,-0.1154701,0.1154701,1.05,8.611363,7.974621e-17,2.933603,-0.3111199,0.3226127,2.829096
1231,-6.737308e-05,0.00762226,1.05,-0.1154701,0.1154701,1.136603,-2.065379e-16,5.773503,3.897285,-0.5040054,0.4962094,5.575938
1247,0,0,1.05,-0.1154701,0.1154701,1.16619,0,0,4.242734,-0.5551371,0.55128,6.376807
1263,-0.006596846,0.006682934,1.05,-0.1154701,-0.1549193,1.05,-5.773503,5.773503,2.120621,-2.86952,-2.949301,2.119643
1279,0,0,1.05,-0.1154701,-0.1549193,0.9338105,0,0,0.2741193,-3.415677,-3.380444,-2.748811
1295,0.0002330691,-0.009555668,1.05,-0.1154701,0.1549193,0.9633975,5.039462e-17,-5.773503,1.768821,0.3420491,0.5528111,-0.2000694
1311,0,0,1.05,-0.1154701,-0.1722273,0.9633975,0,0,0.7123255,-3.468923,-3.458587,-1.445246
1327,0,0,1.05,-0.1154701,0.1722273,1.05,0,0,2.998714,0.164915,0.9861653,2.995171
1343,0.001372547,-0.01268195,1.05,0.1154701,-9.94991e-17,1.05,2.386842e-16,-8.611363,2.531422,1.33937,1.048959,2.640777
1359,-0.009981656,0.01360424,1.05,0.1154701,-7.006322e-17,1.05,-5.773503,8.611363,2.566215,1.265443,0.9756357,2.635295
1375,0.01246991,-0.009738108,1.05,0.1154701,-1.288627e-16,1.05,7.745967,-5.773503,2.61126,1.268142,0.9841027,2.582848
1391,-0.01351071,0.001444389,1.05,0.1154701,6.272964e-17,1.05,-9.061798,-5.774509e-17,2.646322,1.326422,1.048011,2.53167
1407,-0.006759186,-0.01181753,1.05,0.1154701,-8.118092e-17,0.9633975,-5.773503,-7.745967,1.320402,1.421898,1.381847,-0.7022345
1423,0.01214893,-0.0015413,1.05,0.1154701,8.794604e-17,0.9633975,8.611363,2.048158e-17,1.392345,1.34528,1.320341,-0.7821805
1439,0.009905201,-0.008472605,1.05,0.1154701,-2.706768e-17,1.136603,5.773503,-5.773503,3.677597,1.27985,0.7984265,5.337598
1455,-0.001078451,0.01000814,1.05,0.1154701,2.649573e-17,0.9338105,3.092868e-17,5.773503,0.83822,1.366543,1.43675,-2.013468
1471,-0.009236058,0.000801939,1.05,0.1154701,2.591693e-17,1.16619,-5.773503,-5.699899e-17,4.034647,1.317998,0.787485,6.150309
1487,-0.008333128,0.0009835366,1.05,0.1154701,1.362031e-17,0.9990028,-5.773503,-1.080192e-16,1.887372,1.344137,1.203629,0.6840416
1503,0,0,1.05,0.1154701,-0.1154701,1.05,0,0,2.864044,0.3149632,-0.3149632,2.864044
1519,0.008467655,0.008467655,1.05,0.1154701,-0.1154701,1.05,5.773503,5.773503,2.884578,0.3619442,-0.2714033,2.874621
1535,0.0001123265,-0.01277528,1.05,0.1154701,-0.1154701,0.9633975,9.241089e-17,-7.745967,1.644092,0.07998486,-0.07569135,-0.2884754
1551,-0.009008288,-0.007690422,1.05,0.1154701,-0.1154701,1.136603,-5.773503,-5.773503,3.935044,0.5435451,-0.455374,5.556052
1567,0.009102609,8.746864e-05,1.05,0.1154701,-0.1154701,1.16619,5.773503,-1.647994e-16,4.276023,0.5538925,-0.5545781,6.360939
1583,-0.01062394,0.01062394,1.05,0.1154701,0.1154701,1.05,-5.773503,5.773503,2.261874,2.378349,2.378349,2.261874
1599,0.005152428,-0.001102017,1.05,0.1154701,0.1154701,1.05,3.39981,6.581372e-17,2.246666,2.436312,2.438166,2.229808
1615,0.001753182,-0.007853341,1.05,0.1154701,0.1154701,1.136603,-2.173675e-16,-5.773503,3.362012,2.206754,2.198372,5.093296
1631,0.008142666,-0.002077909,1.05,0.1154701,0.1154701,0.9338105,5.773503,7.043656e-17,0.4633313,2.861518,2.878893,-2.574013
1647,-0.008728655,-0.008810847,1.05,0.1154701,-0.1549193,1.05,-5.773503,-5.773503,2.981001,0.02930797,-0.7368164,2.967141
1663,0.008894786,0.0003676403,1.05,0.1154701,-0.1549193,1.136603,5.773503,-1.725441e-16,4.025634,0.230924,-0.9606097,5.607173
1679,0,0,1.05,0.1154701,0.1549193,0.9633975,0,0,0.7789902,3.244685,3.242455,-1.368114
1695,0.008399667,0.000441568,1.05,0.1154701,-0.1722273,1.05,5.773503,-7.606763e-17,3.029476,-0.1649875,-0.9895484,2.979392
1711,0,0,1.05,0.1154701,0.06799621,1.136603,0,0,3.494801,1.838681,1.647541,5.175064
1727,0.001656643,0.01140689,1.05,-0.1549193,7.278081e-17,1.05,2.47353e-16,7.745967,2.52718,-1.797385,-1.411006,2.618768
1743,-0.01289761,-0.01016042,1.05,-0.1549193,-9.475408e-17,1.05,-7.745967,-5.773503,2.601656,-1.722881,-1.342518,2.577999
1759,-0.006852256,0.008190096,1.05,-0.1549193,-8.059645e-17,0.9633975,-5.773503,5.773503,1.320914,-1.866763,-1.822882,-0.7461424
1775,0.01026478,0.008756507,1.05,-0.1549193,2.497055e-17,1.136603,5.773503,5.773503,3.669753,-1.731636,-1.087489,5.333861
1791,0,0,1.05,-0.1549193,-9.100111e-17,1.17917,0,0,4.139273,-1.772951,-1.029294,6.518571
1807,0.002394367,0.009940393,1.05,-0.1549193,-0.1154701,0.9633975,-2.386032e-16,5.773503,0.7594705,-3.227445,-3.239491,-1.319766
1823,-0.008810847,-0.008728655,1.05,-0.1549193,0.1154701,1.05,-5.773503,-5.773503,2.967141,-0.7368164,0.02930797,2.981001
1839,0.00896941,0.0002106732,1.05,-0.1549193,0.1154701,1.136603,5.773503,-6.28048e-17,4.023682,-0.9585437,0.2323849,5.608548
1855,0,0,1.05,-0.1549193,0.1549193,1.136603,0,0,4.100912,-0.6979496,0.6938291,5.722341
1871,-0.009926667,0.009737476,1.05,0.1549193,-7.575621e-17,1.05,-5.773503,5.773503,2.57477,1.74427,1.362564,2.587098
1887,0.005117117,-0.0007269991,1.05,0.1549193,8.938596e-17,1.05,3.39981,-2.346311e-17,2.567078,1.794942,1.417795,2.556202
1903,0.001112542,-0.007642797,1.05,0.1549193,2.035227e-17,1.136603,-6.794386e-17,-5.773503,3.633661,1.779516,1.138125,5.341954
1919,0.008085968,-0.001447019,1.05,0.1549193,3.929716e-17,0.9338105,5.773503,2.948152e-16,0.8720089,1.8256,1.931304,-2.085634
1935,-0.008195374,-0.008113184,1.05,0.1549193,-0.1154701,1.05,-5.773503,-5.773503,2.976009,0.8263911,0.06140397,2.966683
1951,0.00896941,-0.0002106732,1.05,0.1549193,-0.1154701,1.136603,5.773503,3.182766e-17,4.023682,0.9585437,-0.2323849,5.608548
1967,0,0,1.05,0.1549193,0.1154701,0.9633975,0,0,0.7763336,3.232063,3.251901,-1.362589
1983,0.008439635,-5.300247e-18,1.05,0.1549193,-0.1549193,1.05,5.773503,-2.697791e-19,3.11435,0.4526592,-0.4594982,3.067997
1999,0.001372754,0.008501363,1.05,-0.1722273,-2.237972e-17,1.05,2.780717e-17,5.773503,2.534031,-1.998452,-1.573821,2.588801
2015,0,0,1.05,-0.1722273,-4.502923e-17,1.136603,0,0,3.64352,-1.978595,-1.270297,5.313118
2031,0.000441568,0.008399667,1.05,-0.1722273,0.1154701,1.05,6.509003e-17,5.773503,2.979392,-0.9895484,-0.1649875,3.029476
2047,0.007996834,-0.007960402,1.05,-0.06799621,-1.194038e-17,1.05,5.773503,-5.773503,2.590861,-0.8314691,-0.6638134,2.588945
2063,0,0,1.05,-0.06799621,-0.1154701,1.05,0,0,2.378061,-1.869415,-1.977075,2.375906
2079,0,0,1.05,0.06799621,5.310364e-17,1.05,0,0,2.575743,0.7885502,0.6216788,2.576835
2095,-0.008067203,0.0006083419,1.05,0.06799621,-2.086304e-17,0.9633975,-5.773503,2.039124e-16,1.365723,0.7962596,0.7794129,-0.7539988
2111,0,0,1.05,0.06799621,0.1154701,1.05,0,0,2.378061,1.869415,1.977075,2.375906
2127,-0.01010949,0.00987564,1.05,0.1722273,8.411344e-18,1.05,-5.773503,5.773503,2.569354,1.944529,1.520725,2.583762
2143,0,0,1.05,0.1722273,9.404926e-18,0.9338105,0,0,0.8333153,2.038983,2.154206,-2.078025
2159,0,0,1.05,0.1722273,-0.1549193,1.05,0,0,3.136895,0.6629533,-0.3145989,3.138087
2175,0,0,1.05,-0.1076939,-2.303048e-17,0.9633975,0,0,1.326177,-1.266822,-1.238876,-0.7462505
2191,-0.008760331,0.00144465,1.05,0.181236,5.136761e-17,1.05,-5.773503,-5.792949e-17,2.57951,2.094885,1.656558,2.539471
2207,7.610604e-16,0.01076979,0.9633975,4.350735e-20,-3.411186e-19,1.05,6.603203e-17,7.745967,-0.7615602,-1.612846e-12,-1.757833e-12,1.395814
2223,-0.009577716,0.004726794,0.9633975,9.427516e-19,-4.769849e-20,1.05,-5.773503,3.39981,-0.6983459,-0.02790872,-0.03041752,1.334159
2239,0.01285109,7.548102e-16,0.9633975,2.285184e-18,-4.993856e-19,1.05,7.745967,1.177765e-16,-0.660598,-1.560851e-12,-1.701155e-12,1.309543
2255,0.01428962,0.008029078,0.9633975,3.719322e-18,1.830692e-18,1.05,8.611363,5.773503,-0.6591634,0.07070966,0.07706596,1.332341
2271,-0.009050753,0.009050753,0.9633975,-3.749204e-21,-6.926827e-19,0.9633975,-5.773503,5.773503,-2.13853,-0.05322428,-0.05322428,-2.13853
2287,0.005328211,-1.0459e-18,0.9633975,1.164197e-18,4.504928e-19,0.9633975,3.39981,5.982799e-17,-2.146061,1.703679e-14,1.704437e-14,-2.165439
2303,0.01010738,1.292463e-15,0.9633975,1.667451e-18,8.689479e-19,1.136603,5.773503,2.00774e-16,0.5561515,-2.346575e-12,-2.768464e-12,4.217681
2319,1.672072e-16,-0.009460052,0.9633975,5.057563e-19,-4.397752e-19,0.9338105,1.759204e-16,-5.773503,-2.714936,8.493097e-13,8.23215e-13,-3.501123
2335,2.128236e-15,0.009348472,0.9633975,-2.620335e-19,-2.101407e-18,1.16619,-1.307956e-16,7.745967,0.8812606,-2.556274e-12,-3.094374e-12,5.161771
2351,2.132663e-16,0.008599246,0.9633975,-1.069514e-18,1.301503e-19,0.9990028,7.947277e-17,5.773503,-1.565058,-7.760634e-13,-8.047554e-13,-0.5961649
2367,0,0,0.9633975,-1.95675e-18,-3.131714e-18,1.185927,0,0,1.159523,-2.561515e-12,-3.153181e-12,5.68692
2383,0.008544021,-0.007111521,0.9633975,-4.477049e-18,-0.1154701,1.05,5.773503,-5.773503,-0.7316137,-1.368841,-1.404201,1.335149
2399,0.001064663,0.009183081,0.9633975,9.932482e-18,-0.1154701,0.9633975,-2.52315e-17,5.773503,-2.196219,-1.64722,-1.383987,-2.146608
2415,-0.01010634,-0.001007529,0.9633975,-4.042517e-17,-0.1154701,1.136603,-5.773503,-5.727179e-17,0.544742,-1.077869,-1.336946,4.206148
2431,-0.01028756,-0.0009997672,0.9633975,2.652139e-17,-0.1154701,1.16619,-5.773503,1.031991e-16,0.9387183,-1.006952,-1.331424,5.092943
2447,-0.008544021,-0.007111521,0.9633975,5.20488e-17,0.1154701,1.05,-5.773503,-5.773503,-0.7316137,1.368841,1.404201,1.335149
2463,-0.00563863,0.0006083726,0.9633975,4.812772e-17,0.1154701,1.05,-3.39981,-6.673198e-17,-0.7342237,1.327072,1.358365,1.317794
2479,0,0,0.9633975,4.609201e-17,0.1154701,1.136603,0,0,0.5025137,1.082116,1.336895,4.223826
2495,-0.008869843,0.001077075,0.9633975,-7.514605e-17,0.1154701,0.9338105,-5.773503,-1.485754e-17,-2.680962,1.781177,1.405143,-3.590604
2511,-0.009575905,-0.001386445,0.9633975,2.295411e-17,-0.1549193,1.05,-5.773503,-1.686594e-17,-0.7198989,-1.778803,-1.822941,1.292311
2527,-0.01010553,-0.001351844,0.9633975,5.912297e-17,-0.1549193,1.136603,-5.773503,3.120276e-16,0.535611,-1.447671,-1.79407,4.196886
2543,0.01284919,-0.001860351,0.9633975,2.596068e-17,0.1549193,1.05,7.745967,2.343375e-16,-0.6876533,1.774081,1.82298,1.278211
2559,-0.009575604,-0.001541471,0.9633975,-1.347674e-17,-0.1722273,1.05,-5.773503,7.008587e-18,-0.7262799,-1.978837,-2.026883,1.284878
2575,0,0,0.9633975,3.085173e-17,0.06799621,0.9633975,0,0,-2.166235,0.9715877,0.8186957,-2.168437
2591,-0.001272224,-0.01077046,0.9633975,-0.1154701,2.582421e-17,1.05,-3.943059e-17,-7.745967,-0.7826584,-1.365116,-1.322262,1.381384
2607,-0.01301163,-0.001272309,0.9633975,-0.1154701,-5.446256e-17,1.05,-7.745967,-5.406645e-17,-0.6807428,-1.354392,-1.320818,1.295911
2623,-0.01024977,-0.01011571,0.9633975,-0.1154701,1.148045e-16,0.9633975,-5.773503,-5.773503,-2.161778,-1.330719,-1.588315,-2.149193
2639,0.009361833,-0.006357206,0.9633975,-0.1154701,2.166302e-17,1.136603,5.773503,-5.773503,0.5233969,-1.384028,-1.126282,4.226488
2655,0,0,0.9633975,-0.1154701,2.227537e-17,1.100997,0,0,0.001400586,-1.35358,-1.176157,3.093277
2671,-0.002173992,-0.009372394,0.9633975,-0.1154701,-0.1154701,0.9633975,-2.529375e-16,-5.773503,-2.73209,-3.113723,-3.106875,-2.674951
2687,-0.009520855,8.371277e-05,0.9633975,-0.1154701,0.1154701,1.05,-5.773503,8.645309e-17,-0.3200622,-0.07694083,0.07650862,1.658038
2703,-0.01004519,0.0001510561,0.9633975,-0.1154701,0.1154701,1.136603,-5.773503,1.895736e-16,0.8777168,-0.2963093,0.2924821,4.47919
2719,0,0,0.9633975,-0.1154701,0.1549193,0.9633975,0,0,-1.574753,0.7263707,0.2838384,-1.579411
2735,-0.008749516,-0.007079642,0.9633975,0.1154701,3.280691e-18,1.05,-5.773503,-5.773503,-0.731278,1.406604,1.373276,1.333016
2751,-0.005709524,0.0005583008,0.9633975,0.1154701,6.611377e-18,1.05,-3.39981,1.354426e-17,-0.7401983,1.36309,1.327298,1.320937
2767,0,0,0.9633975,0.1154701,5.717927e-17,1.136603,0,0,0.4967916,1.346729,1.082453,4.225021
2783,-0.0090092,0.001111105,0.9633975,0.1154701,-3.189806e-17,0.9338105,-5.773503,-1.834539e-16,-2.686628,1.39446,1.780959,-3.58197
2799,-0.009520855,-8.371277e-05,0.9633975,0.1154701,-0.1154701,1.05,-5.773503,-1.814527e-16,-0.3200622,0.07694083,-0.07650862,1.658038
2815,-0.01004519,-0.0001510561,0.9633975,0.1154701,-0.1154701,1.136603,-5.773503,1.018044e-17,0.8777168,0.2963093,-0.2924821,4.47919
2831,0.0132541,-0.002709174,0.9633975,0.1154701,0.1154701,1.05,7.745967,-3.463293e-16,-1.122297,2.732425,2.736159,0.8958663
2847,-0.009461771,-0.0004278858,0.9633975,0.1154701,-0.1549193,1.05,-5.773503,1.593179e-16,-0.1959969,-0.3415531,-0.552441,1.766286
2863,-0.001272482,-0.008027437,0.9633975,-0.1549193,2.908318e-17,1.05,-7.012919e-17,-5.773503,-0.7870491,-1.832081,-1.780392,1.345606
2879,0.009290198,0.001428788,0.9633975,-0.1549193,5.730846e-17,0.9633975,5.773503,-6.698091e-17,-2.167176,-1.857435,-2.21309,-2.21171
2895,-0.0002330611,-0.007950132,0.9633975,-0.1549193,0.1154701,1.05,-5.351836e-17,-5.773503,-0.2550352,-0.5598496,-0.3488269,1.815345
2911,0.009792735,-0.001272532,0.9633975,0.1549193,5.278053e-17,1.05,5.773503,-5.337612e-17,-0.7300159,1.824085,1.779255,1.298481
2927,0,0,0.9633975,0.1549193,1.202014e-20,1.16619,0,0,0.8775318,1.800574,1.358834,5.104029
2943,0,0,0.9633975,0.1549193,0.1549193,1.05,0,0,-1.58849,3.759773,3.749256,0.5786905
2959,0,0,0.9633975,-0.06799621,-2.431257e-17,1.136603,0,0,0.5079712,-0.7928636,-0.6367317,4.231782
2975,0.009843629,-0.001414935,0.9633975,0.1722273,-4.060881e-17,1.05,5.773503,-6.095601e-17,-0.7388178,2.028204,1.97946,1.292521
2991,-3.913246e-16,0.005287671,1.136603,9.517826e-19,-1.067923e-18,1.05,1.074761e-17,3.39981,5.323815,1.104533e-12,1.020342e-12,3.679203
3007,0.007642894,-0.008980918,1.136603,-1.228522e-18,-1.527633e-18,1.05,5.773503,-5.773503,5.339111,-0.04486605,-0.04144752,3.686511
3023,0.01025563,-0.01205115,1.136603,1.766667e-18,-3.712281e-19,1.05,7.745967,-7.745967,5.346923,-0.08077195,-0.07461759,3.701635
3039,0.00712737,-6.236336e-16,1.136603,3.217459e-18,-1.986538e-18,1.05,5.384693,4.549673e-17,5.351755,1.142259e-12,1.055215e-12,3.655012
